Taxonomy ID	Definition	Taxonomy LINEAGE	Keywords	Disease	Comment	Reference
1447715	Bifidobacterium pseudolongum PV8-2	Bacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium			Isolated from the feces of an anemic Kenyan infant obtained during an iron intervention study.	AUTHORS:Vazquez-Gutierrez P, Lacroix C, Chassard C, Klumpp J, Stevens MJ, Jans C, TITLE:Bifidobacterium pseudolongum Strain PV8-2, Isolated from a Stool Sample of an Anemic Kenyan Infant., JOURNAL:Genome Announc 3:e01469-14 (2015)
756828	Bacillus sp. WP8	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus			Isolated from the rhizosphere of wheat (Triticum aestivum L.) in Yangzhou City, China.	AUTHORS:Kang Y, Shen M, Wang H, Zhao Q, TITLE:Complete Genome Sequence of Bacillus pumilus Strain WP8, an Efficient Plant Growth-Promoting Rhizobacterium., JOURNAL:Genome Announc 3:e01452-14 (2015)
244366	Klebsiella variicola DX120E	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella			Isolated from roots of sugarcane grown in Guangxi, the major sugarcane production area in China.	AUTHORS:Lin L, Wei C, Chen M, Wang H, Li Y, Li Y, Yang L, An Q, TITLE:Complete genome sequence of endophytic nitrogen-fixing Klebsiella variicola strain DX120E., JOURNAL:Stand Genomic Sci 10:22 (2015)
325775	Coxiella endosymbiont of Amblyomma americanum	Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales; Coxiellaceae; Coxiella	Endosymbiont			AUTHORS:Smith TA, Driscoll T, Gillespie JJ, Raghavan R, TITLE:A Coxiella-like endosymbiont is a potential vitamin source for the Lone Star tick., JOURNAL:Genome Biol Evol 7:831-8 (2015)
336810	Candidatus Sulcia muelleri ML	Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Candidatus Sulcia				AUTHORS:Chang HH, Cho ST, Canale MC, Mugford ST, Lopes JR, Hogenhout SA, Kuo CH, TITLE:Complete Genome Sequence of "Candidatus Sulcia muelleri" ML, an Obligate Nutritional Symbiont of Maize Leafhopper (Dalbulus maidis)., JOURNAL:Genome Announc 3:e01483-14 (2015)
1410606	Candidatus Nitrosopelagicus brevis	Archaea; Thaumarchaeota; unclassified Thaumarchaeota				AUTHORS:Santoro AE, Dupont CL, Richter RA, Craig MT, Carini P, McIlvin MR, Yang Y, Orsi WD, Moran DM, Saito MA, TITLE:Genomic and proteomic characterization of "Candidatus Nitrosopelagicus brevis": an ammonia-oxidizing archaeon from the open ocean., JOURNAL:Proc Natl Acad Sci U S A 112:1173-8 (2015)
743971	Mycoplasma flocculare ATCC 27399	Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma	Animal pathogen		Commensal or low-virulence pathogen of swine.	AUTHORS:Calcutt MJ, Foecking MF, Heidari MB, McIntosh MA, TITLE:Complete Genome Sequence of Mycoplasma flocculare Strain Ms42T (ATCC 27399T)., JOURNAL:Genome Announc 3:e00124-15 (2015)
1418105	Rhizobium gallicum bv. gallicum R602	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Rhizobium/Agrobacterium group; Rhizobium				
1577791	Candidatus Methanoplasma termitum MpT1	Archaea; Euryarchaeota; Diaforarchaea group; Thermoplasmata; Methanomassiliicoccales; Methanomassiliicoccaceae; Candidatus Methanoplasma				AUTHORS:Lang K, Schuldes J, Klingl A, Poehlein A, Daniel R, Brunea A, TITLE:New mode of energy metabolism in the seventh order of methanogens as revealed by comparative genome analysis of "Candidatus methanoplasma termitum"., JOURNAL:Appl Environ Microbiol 81:1338-52 (2015)
2103	Mycoplasma mycoides subsp. mycoides izsam_mm5713	Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma	Animal pathogen		Isolated from the lung of a cow showing contagious bovine pleuropneumonia pathological lesions in 1992, during a CBPP outbreak in northern Italy.	AUTHORS:Orsini M, Krasteva I, Marcacci M, Ancora M, Ciammaruconi A, Gentile B, Lista F, Pini A, Scacchia M, Sacchini F, Camma C, TITLE:Whole-Genome Sequencing of Mycoplasma mycoides subsp. mycoides Italian Strain 57/13, the Causative Agent of Contagious Bovine Pleuropneumonia., JOURNAL:Genome Announc 3:e00197-15 (2015)
1515612	Sphingopyxis fribergensis Kp5.2 (Sphingopyxis sp. Kp5.2)	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingopyxis			Isolated in Freiberg, Saxony, Germany.	AUTHORS:Oelschlagel M, Ruckert C, Kalinowski J, Schmidt G, Schlomann M, Tischler D, TITLE:Sphingopyxis fribergensis sp. nov., a soil bacterium with the ability to degrade styrene and phenylacetic acid., JOURNAL:Int J Syst Evol Microbiol 65:3008-15 (2015)
1245910	Borreliella chilensis VA1 (Borrelia chilensis VA1)	Bacteria; Spirochaetes; Spirochaetales; Borreliaceae; Borreliella			Isolated from Ixodes stilesi ticks present on environmental vegetation and long-tailed rice rats.	AUTHORS:Huang W, Ojaimi C, Fallon JT, Travisany D, Maass A, Ivanova L, Tomova A, Gonzalez-Acuna D, Godfrey HP, Cabello FC, TITLE:Genome Sequence of Borrelia chilensis VA1, a South American Member of the Lyme Borreliosis Group., JOURNAL:Genome Announc 3:e01535-14 (2015)
1446792	Bacillus sp. Pc3	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus			Isolated from the Antarctic seawater with strong antifungal activity against several plant pathogenic fungi. (50.76W, 61.16S, water of depth 786 m)	AUTHORS:Guo W, Cui P, Chen X, TITLE:Complete genome of Bacillus sp. Pc3 isolated from the Antarctic seawater with antimicrobial activity., JOURNAL:Mar Genomics 20:1-2 (2015)
1531429	Coriobacteriaceae bacterium 68-1-3	Bacteria; Actinobacteria; Coriobacteriia; Coriobacteriales; Coriobacteriaceae			Isolated from the distal ileum of the swine intestinal tract.	AUTHORS:Looft T, Bayles DO, Alt DP, Stanton TB, TITLE:Complete Genome Sequence of Coriobacteriaceae Strain 68-1-3, a Novel Mucus-Degrading Isolate from the Swine Intestinal Tract., JOURNAL:Genome Announc 3:e01143-15 (2015)
932674	Corvus cornix cornix (hooded crow)	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Passeriformes; Corvoidea; Corvidae; Corvus				AUTHORS:Poelstra JW, Vijay N, Bossu CM, Lantz H, Ryll B, Muller I, Baglione V, Unneberg P, Wikelski M, Grabherr MG, Wolf JB, TITLE:The genomic landscape underlying phenotypic integrity in the face of gene flow in crows., JOURNAL:Science 344:1410-4 (2014)
71139	Eucalyptus grandis (rose gum)	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Myrtales; Myrtaceae; Myrtoideae; Eucalypteae; Eucalyptus	Photosynthesis			REFERENCE:PMID:24919147, AUTHORS:Myburg AA, Grattapaglia D, Tuskan GA, Hellsten U, Hayes RD, Grimwood J, Jenkins J, Lindquist E, Tice H, Bauer D, et al., TITLE:The genome of Eucalyptus grandis., JOURNAL:Nature 510:356-62 (2014)
3555	Beta vulgaris subsp. vulgaris (sugar beet)	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Chenopodiaceae; Betoideae; Beta	Photosynthesis			AUTHORS:Dohm JC, Minoche AE, Holtgrawe D, Capella-Gutierrez S, Zakrzewski F, Tafer H, Rupp O, Sorensen TR, Stracke R, Reinhardt R, et al., TITLE:The genome of the recently domesticated crop plant sugar beet (Beta vulgaris)., JOURNAL:Nature 505:546-9 (2014)
502780	Paracoccidioides brasiliensis Pb18	Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Onygenales; Onygenales incertae sedis; Paracoccidioides	Human pathogen, Animal pathogen	Paracoccidioidomycosis	Causes of paracoccidioidomycosis, a health-threatening human systemic mycosis endemic to Latin America.; Dimorphic fungal pathogen.; Isolate from chronic paracoccidioidomycosis (PCM).; Represents the S1 phylogenetic group.; Virulent in mice when inoculated by the intraperitoneal, intratracheal and intravenous routes.	AUTHORS:Desjardins CA, Champion MD, Holder JW, Muszewska A, Goldberg J, Bailao AM, Brigido MM, Ferreira ME, Garcia AM, Grynberg M, et al., TITLE:Comparative genomic analysis of human fungal pathogens causing paracoccidioidomycosis., JOURNAL:PLoS Genet 7:e1002345 (2011)
1453989	Campylobacter lari RM16701	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter			Isolated from river water in the United States (CA).	AUTHORS:Miller WG, Yee E, Chapman MH, Smith TP, Bono JL, Huynh S, Parker CT, Vandamme P, Luong K, Korlach J, TITLE:Comparative genomics of the Campylobacter lari group., JOURNAL:Genome Biol Evol 6:3252-66 (2014)
1388750	Campylobacter lari CCUG 22395	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter			Isolated from a human in France.	AUTHORS:Miller WG, Yee E, Chapman MH, Smith TP, Bono JL, Huynh S, Parker CT, Vandamme P, Luong K, Korlach J, TITLE:Comparative genomics of the Campylobacter lari group., JOURNAL:Genome Biol Evol 6:3252-66 (2014)
1388749	Campylobacter lari NCTC 11845	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter			Isolated from river water in the United Kingdom.	AUTHORS:Miller WG, Yee E, Chapman MH, Smith TP, Bono JL, Huynh S, Parker CT, Vandamme P, Luong K, Korlach J, TITLE:Comparative genomics of the Campylobacter lari group., JOURNAL:Genome Biol Evol 6:3252-66 (2014)
93221	Pandoraea pulmonicola DSM 16583	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Pandoraea				
93222	Pandoraea sputorum DSM 21091	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Pandoraea				
1031564	Campylobacter insulaenigrae NCTC 12927	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter			Isolated from a marine mammal in Scotland.	AUTHORS:Miller WG, Yee E, Chapman MH, Smith TP, Bono JL, Huynh S, Parker CT, Vandamme P, Luong K, Korlach J, TITLE:Comparative genomics of the Campylobacter lari group., JOURNAL:Genome Biol Evol 6:3252-66 (2014)
1453988	Campylobacter lari RM16712	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter			Isolated from river water in the United States (CA).	AUTHORS:Miller WG, Yee E, Chapman MH, Smith TP, Bono JL, Huynh S, Parker CT, Vandamme P, Luong K, Korlach J, TITLE:Comparative genomics of the Campylobacter lari group., JOURNAL:Genome Biol Evol 6:3252-66 (2014)
1031536	Campylobacter lari subsp. concheus LMG 11760	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter			Isolated from a human in Canada (ONT).	AUTHORS:Miller WG, Yee E, Chapman MH, Smith TP, Bono JL, Huynh S, Parker CT, Vandamme P, Luong K, Korlach J, TITLE:Comparative genomics of the Campylobacter lari group., JOURNAL:Genome Biol Evol 6:3252-66 (2014)
580033	Campylobacter volucris LMG 24379	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter			Isolated from a black-headed gull in Sweden.	AUTHORS:Miller WG, Yee E, Chapman MH, Smith TP, Bono JL, Huynh S, Parker CT, Vandamme P, Luong K, Korlach J, TITLE:Comparative genomics of the Campylobacter lari group., JOURNAL:Genome Biol Evol 6:3252-66 (2014)
1388753	Campylobacter peloridis LMG 23910	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter			Isolated from a shellfish in The Netherlands.	AUTHORS:Miller WG, Yee E, Chapman MH, Smith TP, Bono JL, Huynh S, Parker CT, Vandamme P, Luong K, Korlach J, TITLE:Comparative genomics of the Campylobacter lari group., JOURNAL:Genome Biol Evol 6:3252-66 (2014)
1500960	Campylobacter sp. RM16704	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter			Isolated from river water in the United States (CA).	AUTHORS:Miller WG, Yee E, Chapman MH, Smith TP, Bono JL, Huynh S, Parker CT, Vandamme P, Luong K, Korlach J, TITLE:Comparative genomics of the Campylobacter lari group., JOURNAL:Genome Biol Evol 6:3252-66 (2014)
637389	Acidithiobacillus caldus ATCC 51756	Bacteria; Proteobacteria; Acidithiobacillia; Acidithiobacillales; Acidithiobacillaceae; Acidithiobacillus				AUTHORS:Valdes J, Quatrini R, Hallberg K, Dopson M, Valenzuela PD, Holmes DS, TITLE:Draft genome sequence of the extremely acidophilic bacterium Acidithiobacillus caldus ATCC 51756 reveals metabolic versatility in the genus Acidithiobacillus., JOURNAL:J Bacteriol 191:5877-8 (2009)
1348585	Cellulophaga baltica NN016038	Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Cellulophaga			Isolated from seawater sample.	AUTHORS:Holmfeldt K, Howard-Varona C, Solonenko N, Sullivan MB, TITLE:Contrasting genomic patterns and infection strategies of two co-existing Bacteroidetes podovirus genera., JOURNAL:Environ Microbiol 16:2501-13 (2014)
1288313	Gluconobacter oxydans DSM 3504	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Gluconobacter				AUTHORS:Kostner D, Luchterhand B, Junker A, Volland S, Daniel R, Buchs J, Liebl W, Ehrenreich A, TITLE:The consequence of an additional NADH dehydrogenase paralog on the growth of Gluconobacter oxydans DSM3504., JOURNAL:Appl Microbiol Biotechnol 99:375-86 (2015)
1341694	Bifidobacterium indicum LMG 11587 = DSM 20214	Bacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium			Isolated from an insect.	AUTHORS:Milani C, Lugli GA, Duranti S, Turroni F, Bottacini F, Mangifesta M, Sanchez B, Viappiani A, Mancabelli L, Taminiau B, et al., TITLE:Genomic encyclopedia of type strains of the genus Bifidobacterium., JOURNAL:Appl Environ Microbiol 80:6290-302 (2014)
1348584	Cellulophaga baltica 18	Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Cellulophaga				AUTHORS:Holmfeldt K, Howard-Varona C, Solonenko N, Sullivan MB, TITLE:Contrasting genomic patterns and infection strategies of two co-existing Bacteroidetes podovirus genera., JOURNAL:Environ Microbiol 16:2501-13 (2014)
56458	Xanthomonas sacchari R1	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas			Isolated from rice seed samples from Philippines in 2002.	AUTHORS:Fang Y, Lin H, Wu L, Ren D, Ye W, Dong G, Zhu L, Guo L, TITLE:Genome sequence of Xanthomonas sacchari R1, a biocontrol bacterium isolated from the rice seed., JOURNAL:J Biotechnol 206:77-8 (2015)
1427366	Dickeya zeae EC1	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Pectobacteriaceae; Dickeya	Plant pathogen		Isolated from diseased rice plants.	AUTHORS:Zhou J, Cheng Y, Lv M, Liao L, Chen Y, Gu Y, Liu S, Jiang Z, Xiong Y, Zhang L, TITLE:The complete genome sequence of Dickeya zeae EC1 reveals substantial divergence from other Dickeya strains and species., JOURNAL:BMC Genomics 16:571 (2015)
345632	Geobacter pickeringii G13	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfuromonadales; Geobacteraceae; Geobacter			Pristine freshwater isolate.	AUTHORS:Badalamenti JP, Bond DR, TITLE:Complete Genome of Geobacter pickeringii G13T, a Metal-Reducing Isolate from Sedimentary Kaolin Deposits., JOURNAL:Genome Announc 3:e00038-15 (2015)
546263	Neisseria elongata subsp. glycolytica ATCC 29315	Bacteria; Proteobacteria; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria				AUTHORS:Veyrier FJ, Biais N, Morales P, Belkacem N, Guilhen C, Ranjeva S, Sismeiro O, Pehau-Arnaudet G, Rocha EP, Werts C, et al., TITLE:Common Cell Shape Evolution of Two Nasopharyngeal Pathogens., JOURNAL:PLoS Genet 11:e1005338 (2015)
1508404	Jeotgalibacillus malaysiensis D5	Bacteria; Firmicutes; Bacilli; Bacillales; Planococcaceae; Jeotgalibacillus			Halophilic bacteria.	AUTHORS:Goh KM, Chan KG, Yaakop AS, Ee R, TITLE:Complete genome of Jeotgalibacillus malaysiensis D5(T) consisting of a chromosome and a circular megaplasmid., JOURNAL:J Biotechnol 204:13-4 (2015)
1388751	Campylobacter subantarcticus LMG 24374	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter			Isolated from a gentoo penguin in S. Georgia, Antarctica.	AUTHORS:Miller WG, Yee E, Chapman MH, Smith TP, Bono JL, Huynh S, Parker CT, Vandamme P, Luong K, Korlach J, TITLE:Comparative genomics of the Campylobacter lari group., JOURNAL:Genome Biol Evol 6:3252-66 (2014)
1388752	Campylobacter subantarcticus LMG 24377	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter			Isolated from a gray-headed albatross in S. Georgia, Antarctica.	AUTHORS:Miller WG, Yee E, Chapman MH, Smith TP, Bono JL, Huynh S, Parker CT, Vandamme P, Luong K, Korlach J, TITLE:Comparative genomics of the Campylobacter lari group., JOURNAL:Genome Biol Evol 6:3252-66 (2014)
1123016	Pseudomonas balearica DSM 6083	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas			Isolated from the water of a lagooning wastewater treatment plant.	AUTHORS:Bennasar-Figueras A, Salva-Serra F, Jaen-Luchoro D, Segui C, Aliaga F, Busquets A, Gomila M, Moore ER, Lalucat J, TITLE:Complete Genome Sequence of Pseudomonas balearica DSM 6083T., JOURNAL:Genome Announc 4:e00217-16 (2016)
1419584	Aeromonas hydrophila J-1	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas				
1208324	Celeribacter indicus P73	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Celeribacter			Isolated from deep-sea sediment from the Indian Ocean.	AUTHORS:Cao J, Lai Q, Yuan J, Shao Z, TITLE:Genomic and metabolic analysis of fluoranthene degradation pathway in Celeribacter indicus P73T., JOURNAL:Sci Rep 5:7741 (2015)
1223515	Corynebacterium humireducens NBRC 106098 = DSM 45392	Bacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae; Corynebacterium				
47466	Borrelia miyamotoi CT14D4	Bacteria; Spirochaetes; Spirochaetales; Borreliaceae; Borrelia				
1284	Staphylococcus hyicus ATCC 11249	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	Animal pathogen		Isolated in Israel in 1950.	AUTHORS:Calcutt MJ, Foecking MF, Hsieh HY, Adkins PR, Stewart GC, Middleton JR, TITLE:Sequence Analysis of Staphylococcus hyicus ATCC 11249T, an Etiological Agent of Exudative Epidermitis in Swine, Reveals a Type VII Secretion System Locus and a Novel 116-Kilobase Genomic Island Harboring Toxin-Encoding Genes., JOURNAL:Genome Announc 3:e01525-14 (2015)
1435056	Trueperella pyogenes TP8	Bacteria; Actinobacteria; Actinomycetales; Actinomycetaceae; Trueperella				
391936	Alcanivorax pacificus W11-5	Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Alcanivoracaceae; Alcanivorax			Isolated from deep sea sediments of the Pacific Ocean enriched with pyrene as the sole carbon and energy source.	AUTHORS:Lai Q, Shao Z, TITLE:Genome sequence of an alkane-degrading bacterium, Alcanivorax pacificus type strain W11-5, isolated from deep sea sediment., JOURNAL:J Bacteriol 194:6936 (2012)
